iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
BOL,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
BOL,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
CAF,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2,2865.601612,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.811618
BRB,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2,0,tonnes,,2023-10-06 14:56:33.428328,
BRB,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
BRB,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
BRB,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
BRB,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
BRN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2,0,tonnes,,2023-10-06 14:56:33.428328,
BRN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
BRN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
BRN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
BRN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
CAN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2,6980528.3209999995,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.811618
CAN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,n2o,2694.239001,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.811618
CAN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,ch4,390.947268,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.811618
CAN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_20yr,7724646.987775999,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.811618
